name,time,channel,pga,raw,scale,voltage
ads1115_data,1747754210877431459,AIN2,2.048,30060,0.0000625,1.87875
ads1115_data,1747754211138519252,AIN3,2.048,32321,0.0000625,2.02006
ads1115_data,1747754211404422717,AIN0-AIN1,2.048,4086,0.0000625,0.255375
ads1115_data,1747754211696042467,AIN0,1.024,32767,0.00003125,1.02397
ads1115_data,1747754211966604784,AIN1,1.024,-632,0.00003125,-0.01975
ads1115_data,1747754212250284173,AIN2,1.024,-2088,0.00003125,-0.06525
ads1115_data,1747754212540500641,AIN3,1.024,27854,0.00003125,0.870437
ads1115_data,1747754212827669610,AIN0-AIN1,1.024,6013,0.00003125,0.187906
ads1115_data,1747754213100682495,AIN2-AIN3,1.024,0,0.00003125,0
ads1115_data,1747754213380621728,AIN0,0.512,30516,0.000015625,0.476813
ads1115_data,1747754213673653348,AIN1,0.512,21522,0.000015625,0.336281
ads1115_data,1747754213949617584,AIN2,0.512,-10612,0.000015625,-0.165813
ads1115_data,1747754214228742597,AIN3,0.512,-12357,0.000015625,-0.193078
ads1115_data,1747754214515492448,AIN0-AIN1,0.512,16342,0.000015625,0.255344
ads1115_data,1747754214810032085,AIN0,0.256,10993,0.0000078125,0.0858828
ads1115_data,1747754215108527187,AIN1,0.256,-24318,0.0000078125,-0.189984
ads1115_data,1747754215380427932,AIN2,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754215668691790,AIN3,0.256,-23390,0.0000078125,-0.182734
ads1115_data,1747754215926502023,AIN0-AIN1,0.256,29122,0.0000078125,0.227516
ads1115_data,1747754216213772026,AIN2-AIN3,0.256,-2,0.0000078125,-0.000015625
ads1115_data,1747754226504544523,AIN0,6.144,-104,0.0001875,-0.0195
ads1115_data,1747754226963754054,AIN1,6.144,-753,0.0001875,-0.141187
ads1115_data,1747754227238801751,AIN2,6.144,10559,0.0001875,1.97981
ads1115_data,1747754227527455009,AIN3,6.144,4524,0.0001875,0.84825
ads1115_data,1747754227811562907,AIN0-AIN1,6.144,1385,0.0001875,0.259688
ads1115_data,1747754228103628193,AIN2-AIN3,6.144,2,0.0001875,0.000375
ads1115_data,1747754228370007509,AIN0,4.096,28236,0.000125,3.5295
ads1115_data,1747754228657484100,AIN1,4.096,20869,0.000125,2.60862
ads1115_data,1747754228924480446,AIN2,4.096,-550,0.000125,-0.06875
ads1115_data,1747754229196514392,AIN3,4.096,20518,0.000125,2.56475
ads1115_data,1747754229483671866,AIN0-AIN1,4.096,1533,0.000125,0.191625
ads1115_data,1747754229756382685,AIN2-AIN3,4.096,7,0.000125,0.000875
ads1115_data,1747754230043525575,AIN0,2.048,1780,0.0000625,0.11125
ads1115_data,1747754230319100296,AIN1,2.048,8916,0.0000625,0.55725
ads1115_data,1747754230596598558,AIN2,2.048,16214,0.0000625,1.01337
ads1115_data,1747754230876634629,AIN3,2.048,15431,0.0000625,0.964438
ads1115_data,1747754231164790901,AIN0-AIN1,2.048,2944,0.0000625,0.184
ads1115_data,1747754231449131186,AIN0,1.024,32767,0.00003125,1.02397
ads1115_data,1747754231724687520,AIN1,1.024,10429,0.00003125,0.325906
ads1115_data,1747754231996755575,AIN2,1.024,12072,0.00003125,0.37725
ads1115_data,1747754232288813507,AIN3,1.024,26218,0.00003125,0.819312
ads1115_data,1747754232556545679,AIN0-AIN1,1.024,8578,0.00003125,0.268062
ads1115_data,1747754232870712968,AIN2-AIN3,1.024,3,0.00003125,0.00009375
ads1115_data,1747754233157575695,AIN0,0.512,9079,0.000015625,0.141859
ads1115_data,1747754233443652380,AIN1,0.512,766,0.000015625,0.0119688
ads1115_data,1747754233723563706,AIN2,0.512,-5747,0.000015625,-0.0897969
ads1115_data,1747754233986569838,AIN3,0.512,13353,0.000015625,0.208641
ads1115_data,1747754234278156985,AIN0-AIN1,0.512,15199,0.000015625,0.237484
ads1115_data,1747754234577247876,AIN0,0.256,10742,0.0000078125,0.0839219
ads1115_data,1747754234869789137,AIN1,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754235145588328,AIN2,0.256,-24360,0.0000078125,-0.190312
ads1115_data,1747754235439710680,AIN3,0.256,-26127,0.0000078125,-0.204117
ads1115_data,1747754235723664446,AIN0-AIN1,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754235991010310,AIN2-AIN3,0.256,-2,0.0000078125,-0.000015625
ads1115_data,1747754246275904233,AIN0,6.144,6314,0.0001875,1.18388
ads1115_data,1747754246571707080,AIN1,6.144,-407,0.0001875,-0.0763125
ads1115_data,1747754246836568030,AIN2,6.144,4560,0.0001875,0.855
ads1115_data,1747754247116747871,AIN3,6.144,5285,0.0001875,0.990938
ads1115_data,1747754247403686975,AIN0-AIN1,6.144,1394,0.0001875,0.261375
ads1115_data,1747754247677730310,AIN2-AIN3,6.144,69,0.0001875,0.0129375
ads1115_data,1747754247943703444,AIN0,4.096,32767,0.000125,4.09588
ads1115_data,1747754248228899527,AIN1,4.096,8543,0.000125,1.06788
ads1115_data,1747754248510920874,AIN2,4.096,-1315,0.000125,-0.164375
ads1115_data,1747754248795802738,AIN3,4.096,5962,0.000125,0.74525
ads1115_data,1747754249068737947,AIN0-AIN1,4.096,1830,0.000125,0.22875
ads1115_data,1747754249355618766,AIN2-AIN3,4.096,13,0.000125,0.001625
ads1115_data,1747754249628572098,AIN0,2.048,7622,0.0000625,0.476375
ads1115_data,1747754249915567240,AIN1,2.048,17084,0.0000625,1.06775
ads1115_data,1747754250203664931,AIN2,2.048,25727,0.0000625,1.60794
ads1115_data,1747754250478603832,AIN3,2.048,24829,0.0000625,1.55181
ads1115_data,1747754250763548037,AIN0-AIN1,2.048,4175,0.0000625,0.260937
ads1115_data,1747754251037618137,AIN2-AIN3,2.048,6,0.0000625,0.000375
ads1115_data,1747754251325971815,AIN0,1.024,16604,0.00003125,0.518875
ads1115_data,1747754251628550792,AIN1,1.024,-1801,0.00003125,-0.0562812
ads1115_data,1747754251915627856,AIN2,1.024,15453,0.00003125,0.482906
ads1115_data,1747754252316629340,AIN3,1.024,23013,0.00003125,0.719156
ads1115_data,1747754252606835514,AIN0-AIN1,1.024,7084,0.00003125,0.221375
ads1115_data,1747754252891600079,AIN2-AIN3,1.024,6,0.00003125,0.0001875
ads1115_data,1747754253188738537,AIN0,0.512,-3038,0.000015625,-0.0474688
ads1115_data,1747754253475622525,AIN1,0.512,28547,0.000015625,0.446047
ads1115_data,1747754253753729022,AIN2,0.512,3811,0.000015625,0.0595469
ads1115_data,1747754254035663224,AIN3,0.512,18258,0.000015625,0.285281
ads1115_data,1747754254308739619,AIN0-AIN1,0.512,14414,0.000015625,0.225219
ads1115_data,1747754254589618820,AIN2-AIN3,0.512,-3,0.000015625,-0.000046875
ads1115_data,1747754254875762963,AIN0,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754255148628212,AIN1,0.256,-29091,0.0000078125,-0.227273
ads1115_data,1747754255420737159,AIN2,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754255711963848,AIN3,0.256,-816,0.0000078125,-0.006375
ads1115_data,1747754255992836484,AIN0-AIN1,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754256309373353,AIN2-AIN3,0.256,-8,0.0000078125,-0.0000625
ads1115_data,1747754266588735394,AIN0,6.144,15746,0.0001875,2.95237
ads1115_data,1747754266883639193,AIN1,6.144,-728,0.0001875,-0.1365
ads1115_data,1747754267169653000,AIN2,6.144,13462,0.0001875,2.52413
ads1115_data,1747754267447004004,AIN3,6.144,4577,0.0001875,0.858187
ads1115_data,1747754267718700690,AIN0-AIN1,6.144,1378,0.0001875,0.258375
ads1115_data,1747754268003711321,AIN2-AIN3,6.144,6,0.0001875,0.001125
ads1115_data,1747754268283583882,AIN0,4.096,-7,0.000125,-0.000875
ads1115_data,1747754268549020105,AIN1,4.096,25331,0.000125,3.16637
ads1115_data,1747754268813666173,AIN2,4.096,29553,0.000125,3.69413
ads1115_data,1747754269083703796,AIN3,4.096,-1115,0.000125,-0.139375
ads1115_data,1747754269347659186,AIN0-AIN1,4.096,2012,0.000125,0.2515
ads1115_data,1747754269628705130,AIN2-AIN3,4.096,30,0.000125,0.00375
ads1115_data,1747754269916380441,AIN0,2.048,25097,0.0000625,1.56856
ads1115_data,1747754270195714511,AIN1,2.048,26775,0.0000625,1.67344
ads1115_data,1747754270482650915,AIN2,2.048,-3275,0.0000625,-0.204687
ads1115_data,1747754270757618999,AIN3,2.048,11723,0.0000625,0.732688
ads1115_data,1747754271018810327,AIN0-AIN1,2.048,3891,0.0000625,0.243188
ads1115_data,1747754271276621033,AIN2-AIN3,2.048,2,0.0000625,0.000125
ads1115_data,1747754271567593941,AIN0,1.024,23764,0.00003125,0.742625
ads1115_data,1747754271850653056,AIN1,1.024,32767,0.00003125,1.02397
ads1115_data,1747754272140787579,AIN2,1.024,-4622,0.00003125,-0.144437
ads1115_data,1747754272405717806,AIN3,1.024,3890,0.00003125,0.121563
ads1115_data,1747754272693436290,AIN0-AIN1,1.024,8248,0.00003125,0.25775
ads1115_data,1747754272968007704,AIN2-AIN3,1.024,4,0.00003125,0.000125
ads1115_data,1747754273268763567,AIN0,0.512,32767,0.000015625,0.511984
ads1115_data,1747754273563676155,AIN1,0.512,-7756,0.000015625,-0.121188
ads1115_data,1747754273827664246,AIN2,0.512,9768,0.000015625,0.152625
ads1115_data,1747754274115701112,AIN3,0.512,16291,0.000015625,0.254547
ads1115_data,1747754274397644546,AIN0-AIN1,0.512,17058,0.000015625,0.266531
ads1115_data,1747754274684616776,AIN2-AIN3,0.512,-4,0.000015625,-0.0000625
ads1115_data,1747754274964677399,AIN0,0.256,15747,0.0000078125,0.123023
ads1115_data,1747754275247718070,AIN1,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754275531662959,AIN2,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754275826650907,AIN3,0.256,5647,0.0000078125,0.0441172
ads1115_data,1747754276087588946,AIN0-AIN1,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754276379900177,AIN2-AIN3,0.256,-10,0.0000078125,-0.000078125
ads1115_data,1747754286676852725,AIN0,6.144,24120,0.0001875,4.5225
ads1115_data,1747754286971881175,AIN1,6.144,22811,0.0001875,4.27706
ads1115_data,1747754287252767817,AIN2,6.144,20479,0.0001875,3.83981
ads1115_data,1747754287516895730,AIN3,6.144,20491,0.0001875,3.84206
ads1115_data,1747754287784850981,AIN0-AIN1,6.144,985,0.0001875,0.184688
ads1115_data,1747754288071978084,AIN2-AIN3,6.144,54,0.0001875,0.010125
ads1115_data,1747754288350957956,AIN0,4.096,26241,0.000125,3.28012
ads1115_data,1747754288631887149,AIN1,4.096,30626,0.000125,3.82825
ads1115_data,1747754288905973694,AIN2,4.096,-979,0.000125,-0.122375
ads1115_data,1747754289191840067,AIN3,4.096,19862,0.000125,2.48275
ads1115_data,1747754289483725182,AIN0-AIN1,4.096,1526,0.000125,0.19075
ads1115_data,1747754289752714804,AIN2-AIN3,4.096,10,0.000125,0.00125
ads1115_data,1747754290006708923,AIN0,2.048,5531,0.0000625,0.345687
ads1115_data,1747754290278846978,AIN1,2.048,23019,0.0000625,1.43869
ads1115_data,1747754290544679987,AIN2,2.048,-3397,0.0000625,-0.212313
ads1115_data,1747754290818378196,AIN3,2.048,21575,0.0000625,1.34844
ads1115_data,1747754291103769150,AIN0-AIN1,2.048,2985,0.0000625,0.186562
ads1115_data,1747754291384770421,AIN2-AIN3,2.048,4,0.0000625,0.00025
ads1115_data,1747754291663715913,AIN0,1.024,-297,0.00003125,-0.00928125
ads1115_data,1747754291944734632,AIN1,1.024,-4648,0.00003125,-0.14525
ads1115_data,1747754292216615184,AIN2,1.024,30965,0.00003125,0.967656
ads1115_data,1747754292507170452,AIN3,1.024,-2115,0.00003125,-0.0660938
ads1115_data,1747754292784907090,AIN0-AIN1,1.024,5985,0.00003125,0.187031
ads1115_data,1747754293077570323,AIN0,0.512,31690,0.000015625,0.495156
ads1115_data,1747754293336785889,AIN1,0.512,32767,0.000015625,0.511984
ads1115_data,1747754293613857682,AIN2,0.512,27290,0.000015625,0.426406
ads1115_data,1747754293885952607,AIN3,0.512,-13011,0.000015625,-0.203297
ads1115_data,1747754294166774030,AIN0-AIN1,0.512,14509,0.000015625,0.226703
ads1115_data,1747754294451759718,AIN2-AIN3,0.512,-2,0.000015625,-0.00003125
ads1115_data,1747754294731771350,AIN0,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754295011856940,AIN1,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754295291782946,AIN2,0.256,26943,0.0000078125,0.210492
ads1115_data,1747754295571807909,AIN3,0.256,25993,0.0000078125,0.20307
ads1115_data,1747754295848754543,AIN0-AIN1,0.256,30212,0.0000078125,0.236031
ads1115_data,1747754296237193381,AIN2-AIN3,0.256,0,0.0000078125,0
ads1115_data,1747754306504936655,AIN0,6.144,1653,0.0001875,0.309938
ads1115_data,1747754306785754413,AIN1,6.144,-728,0.0001875,-0.1365
ads1115_data,1747754307074952888,AIN2,6.144,20456,0.0001875,3.8355
ads1115_data,1747754307342817016,AIN3,6.144,6446,0.0001875,1.20863
ads1115_data,1747754307617777540,AIN0-AIN1,6.144,1390,0.0001875,0.260625
ads1115_data,1747754307897318475,AIN0,4.096,32767,0.000125,4.09588
ads1115_data,1747754308184136171,AIN1,4.096,6709,0.000125,0.838625
ads1115_data,1747754308450018841,AIN2,4.096,3229,0.000125,0.403625
ads1115_data,1747754308731941073,AIN3,4.096,9298,0.000125,1.16225
ads1115_data,1747754308996935620,AIN0-AIN1,4.096,2070,0.000125,0.25875
ads1115_data,1747754309258989388,AIN2-AIN3,4.096,-4,0.000125,-0.0005
ads1115_data,1747754309534990585,AIN0,2.048,32767,0.0000625,2.04794
ads1115_data,1747754309823959473,AIN1,2.048,7968,0.0000625,0.498
ads1115_data,1747754310086807198,AIN2,2.048,-3337,0.0000625,-0.208563
ads1115_data,1747754310373018432,AIN3,2.048,14968,0.0000625,0.9355
ads1115_data,1747754310654012277,AIN0-AIN1,2.048,4394,0.0000625,0.274625
ads1115_data,1747754310925010979,AIN2-AIN3,2.048,7,0.0000625,0.0004375
ads1115_data,1747754311207973935,AIN0,1.024,661,0.00003125,0.0206563
ads1115_data,1747754311503949842,AIN1,1.024,6406,0.00003125,0.200187
ads1115_data,1747754311771300579,AIN2,1.024,7084,0.00003125,0.221375
ads1115_data,1747754312236435687,AIN3,1.024,32767,0.00003125,1.02397
ads1115_data,1747754312523960510,AIN0-AIN1,1.024,7498,0.00003125,0.234313
ads1115_data,1747754312820140061,AIN2-AIN3,1.024,6,0.00003125,0.0001875
ads1115_data,1747754313097015262,AIN0,0.512,32767,0.000015625,0.511984
ads1115_data,1747754313387375809,AIN1,0.512,-14819,0.000015625,-0.231547
ads1115_data,1747754313663997468,AIN2,0.512,-4364,0.000015625,-0.0681875
ads1115_data,1747754313948940366,AIN3,0.512,-10333,0.000015625,-0.161453
ads1115_data,1747754314235530396,AIN0-AIN1,0.512,15831,0.000015625,0.247359
ads1115_data,1747754314512189241,AIN2-AIN3,0.512,1,0.000015625,0.000015625
ads1115_data,1747754314791860686,AIN0,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754315071071142,AIN1,0.256,17034,0.0000078125,0.133078
ads1115_data,1747754315336881824,AIN2,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754315627790440,AIN3,0.256,-24974,0.0000078125,-0.195109
ads1115_data,1747754315912987292,AIN0-AIN1,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754326189453114,AIN0,6.144,11720,0.0001875,2.1975
ads1115_data,1747754326492840134,AIN1,6.144,23831,0.0001875,4.46831
ads1115_data,1747754326767884641,AIN2,6.144,2022,0.0001875,0.379125
ads1115_data,1747754327052990957,AIN3,6.144,19091,0.0001875,3.57956
ads1115_data,1747754327324844061,AIN0-AIN1,6.144,1008,0.0001875,0.189
ads1115_data,1747754327596879561,AIN2-AIN3,6.144,14,0.0001875,0.002625
ads1115_data,1747754327866079648,AIN0,4.096,790,0.000125,0.09875
ads1115_data,1747754328151960492,AIN1,4.096,29668,0.000125,3.7085
ads1115_data,1747754328431899729,AIN2,4.096,19998,0.000125,2.49975
ads1115_data,1747754328732765551,AIN3,4.096,24527,0.000125,3.06588
ads1115_data,1747754329007886253,AIN0-AIN1,4.096,1570,0.000125,0.19625
ads1115_data,1747754329277833888,AIN2-AIN3,4.096,0,0.000125,0
ads1115_data,1747754329563962907,AIN0,2.048,-633,0.0000625,-0.0395625
ads1115_data,1747754329838024859,AIN1,2.048,25804,0.0000625,1.61275
ads1115_data,1747754330124930283,AIN2,2.048,-3292,0.0000625,-0.20575
ads1115_data,1747754330412106225,AIN3,2.048,24212,0.0000625,1.51325
ads1115_data,1747754330686052812,AIN0-AIN1,2.048,13427,0.0000625,0.839187
ads1115_data,1747754330991691853,AIN0,1.024,32767,0.00003125,1.02397
ads1115_data,1747754331283820339,AIN1,1.024,-4446,0.00003125,-0.138937
ads1115_data,1747754331551909589,AIN2,1.024,26878,0.00003125,0.839938
ads1115_data,1747754331846043802,AIN3,1.024,-2775,0.00003125,-0.0867187
ads1115_data,1747754332117620025,AIN0-AIN1,1.024,32767,0.00003125,1.02397
ads1115_data,1747754332397981340,AIN2-AIN3,1.024,3,0.00003125,0.00009375
ads1115_data,1747754332664999079,AIN0,0.512,32767,0.000015625,0.511984
ads1115_data,1747754332946118257,AIN1,0.512,-5323,0.000015625,-0.0831719
ads1115_data,1747754333228977848,AIN2,0.512,5322,0.000015625,0.0831563
ads1115_data,1747754333511870668,AIN3,0.512,25265,0.000015625,0.394766
ads1115_data,1747754333792850782,AIN0-AIN1,0.512,32767,0.000015625,0.511984
ads1115_data,1747754334083956506,AIN2-AIN3,0.512,-5,0.000015625,-0.000078125
ads1115_data,1747754334358861888,AIN0,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754334645716679,AIN1,0.256,-8086,0.0000078125,-0.0631719
ads1115_data,1747754334916824150,AIN2,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754335198158220,AIN3,0.256,19941,0.0000078125,0.155789
ads1115_data,1747754335483088846,AIN0-AIN1,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754335746877160,AIN2-AIN3,0.256,-8,0.0000078125,-0.0000625
ads1115_data,1747754346038177363,AIN0,6.144,5996,0.0001875,1.12425
ads1115_data,1747754346364881036,AIN1,6.144,11437,0.0001875,2.14444
ads1115_data,1747754346627838816,AIN2,6.144,18734,0.0001875,3.51262
ads1115_data,1747754346905782042,AIN3,6.144,10641,0.0001875,1.99519
ads1115_data,1747754347186964377,AIN0-AIN1,6.144,5210,0.0001875,0.976875
ads1115_data,1747754347471007280,AIN2-AIN3,6.144,35,0.0001875,0.0065625
ads1115_data,1747754347772092970,AIN0,4.096,32767,0.000125,4.09588
ads1115_data,1747754348067059867,AIN1,4.096,28178,0.000125,3.52225
ads1115_data,1747754348352162194,AIN2,4.096,27098,0.000125,3.38725
ads1115_data,1747754348632089425,AIN3,4.096,27236,0.000125,3.4045
ads1115_data,1747754348906138540,AIN0-AIN1,4.096,7475,0.000125,0.934375
ads1115_data,1747754349205482563,AIN0,2.048,28507,0.0000625,1.78169
ads1115_data,1747754349493795769,AIN1,2.048,23316,0.0000625,1.45725
ads1115_data,1747754349776861067,AIN2,2.048,3173,0.0000625,0.198313
ads1115_data,1747754350044885034,AIN3,2.048,9890,0.0000625,0.618125
ads1115_data,1747754350317971439,AIN0-AIN1,2.048,11215,0.0000625,0.700937
ads1115_data,1747754350585139676,AIN2-AIN3,2.048,3,0.0000625,0.0001875
ads1115_data,1747754350857077177,AIN0,1.024,25730,0.00003125,0.804063
ads1115_data,1747754351138066956,AIN1,1.024,-38,0.00003125,-0.0011875
ads1115_data,1747754351407088106,AIN2,1.024,23614,0.00003125,0.737938
ads1115_data,1747754351667075467,AIN3,1.024,23864,0.00003125,0.74575
ads1115_data,1747754351944069418,AIN0-AIN1,1.024,25128,0.00003125,0.78525
ads1115_data,1747754352207097139,AIN2-AIN3,1.024,4,0.00003125,0.000125
ads1115_data,1747754352492130659,AIN0,0.512,32767,0.000015625,0.511984
ads1115_data,1747754352765049041,AIN1,0.512,15767,0.000015625,0.246359
ads1115_data,1747754353037120029,AIN2,0.512,-5127,0.000015625,-0.0801094
ads1115_data,1747754353308544037,AIN3,0.512,26655,0.000015625,0.416484
ads1115_data,1747754353596445312,AIN0-AIN1,0.512,32767,0.000015625,0.511984
ads1115_data,1747754353865133387,AIN2-AIN3,0.512,1,0.000015625,0.000015625
ads1115_data,1747754354146209567,AIN0,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754354417120815,AIN1,0.256,-4094,0.0000078125,-0.0319844
ads1115_data,1747754354712132129,AIN2,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754355004192928,AIN3,0.256,-3404,0.0000078125,-0.0265937
ads1115_data,1747754355274198863,AIN0-AIN1,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754355544988182,AIN2-AIN3,0.256,-3,0.0000078125,-0.0000234375
ads1115_data,1747754365832100058,AIN0,6.144,28791,0.0001875,5.39831
ads1115_data,1747754366118256476,AIN1,6.144,3856,0.0001875,0.723
ads1115_data,1747754366390198541,AIN2,6.144,23267,0.0001875,4.36256
ads1115_data,1747754366665197893,AIN3,6.144,5171,0.0001875,0.969562
ads1115_data,1747754366956234042,AIN0-AIN1,6.144,5169,0.0001875,0.969187
ads1115_data,1747754367237193279,AIN2-AIN3,6.144,-3,0.0001875,-0.0005625
ads1115_data,1747754367518165745,AIN0,4.096,13321,0.000125,1.66512
ads1115_data,1747754367804246379,AIN1,4.096,8373,0.000125,1.04662
ads1115_data,1747754368084255878,AIN2,4.096,2936,0.000125,0.367
ads1115_data,1747754368366636257,AIN3,4.096,10567,0.000125,1.32088
ads1115_data,1747754368644625237,AIN0-AIN1,4.096,5526,0.000125,0.69075
ads1115_data,1747754368948394279,AIN0,2.048,32767,0.0000625,2.04794
ads1115_data,1747754369246345466,AIN1,2.048,19464,0.0000625,1.2165
ads1115_data,1747754369532226671,AIN2,2.048,31922,0.0000625,1.99513
ads1115_data,1747754369810457368,AIN3,2.048,30072,0.0000625,1.8795
ads1115_data,1747754370083513959,AIN0-AIN1,2.048,10322,0.0000625,0.645125
ads1115_data,1747754370488224190,AIN2-AIN3,2.048,5,0.0000625,0.0003125
ads1115_data,1747754370761551664,AIN0,1.024,21066,0.00003125,0.658312
ads1115_data,1747754371041278139,AIN1,1.024,-4714,0.00003125,-0.147313
ads1115_data,1747754371324164816,AIN2,1.024,-757,0.00003125,-0.0236563
ads1115_data,1747754371598169788,AIN3,1.024,5159,0.00003125,0.161219
ads1115_data,1747754371884190574,AIN0-AIN1,1.024,21015,0.00003125,0.656719
ads1115_data,1747754372160221324,AIN2-AIN3,1.024,4,0.00003125,0.000125
ads1115_data,1747754372444225914,AIN0,0.512,32767,0.000015625,0.511984
ads1115_data,1747754372717010106,AIN1,0.512,13117,0.000015625,0.204953
ads1115_data,1747754373004240681,AIN2,0.512,-9353,0.000015625,-0.146141
ads1115_data,1747754373284195589,AIN3,0.512,-9582,0.000015625,-0.149719
ads1115_data,1747754373554216139,AIN0-AIN1,0.512,32767,0.000015625,0.511984
ads1115_data,1747754373834253287,AIN2-AIN3,0.512,-2,0.000015625,-0.00003125
ads1115_data,1747754374116616680,AIN0,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754374404200689,AIN1,0.256,-12003,0.0000078125,-0.0937734
ads1115_data,1747754374692233552,AIN2,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754374976467775,AIN3,0.256,31889,0.0000078125,0.249133
ads1115_data,1747754375264263345,AIN0-AIN1,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754375538170813,AIN2-AIN3,0.256,-11,0.0000078125,-0.0000859375
ads1115_data,1747754385807170750,AIN0,6.144,8075,0.0001875,1.51406
ads1115_data,1747754386124487248,AIN1,6.144,-810,0.0001875,-0.151875
ads1115_data,1747754386407204272,AIN2,6.144,1305,0.0001875,0.244688
ads1115_data,1747754386677188088,AIN3,6.144,20756,0.0001875,3.89175
ads1115_data,1747754386972557070,AIN0-AIN1,6.144,5158,0.0001875,0.967125
ads1115_data,1747754387258541067,AIN2-AIN3,6.144,1,0.0001875,0.0001875
ads1115_data,1747754387525218221,AIN0,4.096,5349,0.000125,0.668625
ads1115_data,1747754387812246748,AIN1,4.096,28028,0.000125,3.5035
ads1115_data,1747754388092411118,AIN2,4.096,20345,0.000125,2.54312
ads1115_data,1747754388371249553,AIN3,4.096,13955,0.000125,1.74438
ads1115_data,1747754388660222085,AIN0-AIN1,4.096,7908,0.000125,0.9885
ads1115_data,1747754388928169132,AIN2-AIN3,4.096,13,0.000125,0.001625
ads1115_data,1747754389197192426,AIN0,2.048,32767,0.0000625,2.04794
ads1115_data,1747754389484268346,AIN1,2.048,-908,0.0000625,-0.05675
ads1115_data,1747754389757271737,AIN2,2.048,29567,0.0000625,1.84794
ads1115_data,1747754390045026770,AIN3,2.048,-3254,0.0000625,-0.203375
ads1115_data,1747754390319266721,AIN0-AIN1,2.048,15522,0.0000625,0.970125
ads1115_data,1747754390602307490,AIN2-AIN3,2.048,1,0.0000625,0.0000625
ads1115_data,1747754390865228658,AIN0,1.024,21095,0.00003125,0.659219
ads1115_data,1747754391178244896,AIN1,1.024,31972,0.00003125,0.999125
ads1115_data,1747754391464296075,AIN2,1.024,-3724,0.00003125,-0.116375
ads1115_data,1747754391744138515,AIN3,1.024,-2718,0.00003125,-0.0849375
ads1115_data,1747754392015359564,AIN0-AIN1,1.024,30753,0.00003125,0.961031
ads1115_data,1747754392285288114,AIN2-AIN3,1.024,5,0.00003125,0.00015625
ads1115_data,1747754392564259512,AIN0,0.512,32767,0.000015625,0.511984
ads1115_data,1747754392827065001,AIN1,0.512,-14643,0.000015625,-0.228797
ads1115_data,1747754393112137587,AIN2,0.512,7637,0.000015625,0.119328
ads1115_data,1747754393385099204,AIN3,0.512,-11379,0.000015625,-0.177797
ads1115_data,1747754393645030790,AIN0-AIN1,0.512,32767,0.000015625,0.511984
ads1115_data,1747754393916999023,AIN2-AIN3,0.512,0,0.000015625,0
ads1115_data,1747754394204106708,AIN0,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754394478057280,AIN1,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754394745235832,AIN2,0.256,-22107,0.0000078125,-0.172711
ads1115_data,1747754395025305820,AIN3,0.256,-21738,0.0000078125,-0.169828
ads1115_data,1747754395302439302,AIN0-AIN1,0.256,32767,0.0000078125,0.255992
ads1115_data,1747754395584088245,AIN2-AIN3,0.256,27,0.0000078125,0.000210937
ads1115_data,1747754405873179108,AIN0,6.144,17180,0.0001875,3.22125
ads1115_data,1747754406172977643,AIN1,6.144,11877,0.0001875,2.22694
ads1115_data,1747754406449083928,AIN2,6.144,-824,0.0001875,-0.1545
ads1115_data,1747754406738939355,AIN3,6.144,23327,0.0001875,4.37381
ads1115_data,1747754407005133678,AIN0-AIN1,6.144,4191,0.0001875,0.785813
ads1115_data,1747754407284205217,AIN2-AIN3,6.144,-4,0.0001875,-0.00075
ads1115_data,1747754407557273642,AIN0,4.096,32767,0.000125,4.09588
ads1115_data,1747754407848511618,AIN1,4.096,-955,0.000125,-0.119375
ads1115_data,1747754408121334782,AIN2,4.096,22159,0.000125,2.76987
ads1115_data,1747754408385442440,AIN3,4.096,1859,0.000125,0.232375
ads1115_data,1747754408657090189,AIN0-AIN1,4.096,7668,0.000125,0.9585
ads1115_data,1747754408957813251,AIN0,2.048,32767,0.0000625,2.04794
ads1115_data,1747754409226135380,AIN1,2.048,2278,0.0000625,0.142375
ads1115_data,1747754409497084796,AIN2,2.048,30081,0.0000625,1.88006
